,Year,Banking Crisis ,Systemic Crisis,exch_usd,Domestic Debt,Sovereign External debt2,GDP_Weighted_default,Independence,Currency Crises,Inflation Crises
309,176.0,0.0,0.0,-0.2693252239130193,0.0,0.0,0.0,1,0,0.0
310,177.0,0.0,0.0,-0.27014845070526405,0.0,0.0,0.0,1,0,0.0
311,178.0,0.0,0.0,-0.2714396927292515,0.0,0.0,0.0,1,0,0.0
312,179.0,0.0,0.0,-0.27209011389746823,0.0,0.0,0.0,1,0,0.0
313,180.0,0.0,0.0,-0.27210811448330446,0.0,0.0,0.0,1,0,0.0
314,181.0,0.0,0.0,-0.26976323816836817,0.0,0.0,0.0,1,0,0.0
315,182.0,0.0,0.0,-0.2672167552920658,0.0,0.0,0.0,1,1,0.0
316,183.0,0.0,0.0,-0.26560030268397,0.0,0.0,0.0,1,0,0.0
317,184.0,0.0,0.0,-0.26362743847631626,0.0,0.0,0.0,1,0,0.0
318,185.0,0.0,0.0,-0.26313182234629134,0.0,0.0,0.0,1,0,0.0
319,186.0,0.0,0.0,-0.2675179650950591,0.0,0.0,0.0,1,0,0.0
320,187.0,0.0,0.0,-0.2697020361765249,0.0,0.0,0.0,1,0,0.0
321,188.0,0.0,0.0,-0.2698712416833857,0.0,0.0,0.0,1,0,0.0
322,189.0,0.0,0.0,-0.26909001625809215,0.0,0.0,0.0,1,0,0.0
323,190.0,0.0,0.0,-0.27086847413871434,0.0,0.0,0.0,1,0,0.0
324,191.0,0.0,0.0,-0.27064886699151197,0.0,0.0,0.0,1,0,0.0
325,192.0,0.0,0.0,-0.27124768648033143,0.0,0.0,0.0,1,0,0.0
326,193.0,0.0,0.0,-0.27053366324215994,0.0,0.0,0.0,1,0,0.0
327,194.0,0.0,0.0,-0.2708564737481568,0.0,0.0,0.0,1,0,0.0
328,195.0,0.0,0.0,-0.2720361121399595,0.0,0.0,0.0,1,0,0.0
329,196.0,0.0,0.0,-0.27159569780649906,0.0,0.0,0.0,1,0,0.0
330,197.0,0.0,0.0,-0.2701736515254348,0.0,0.0,0.0,1,0,0.0
331,198.0,0.0,0.0,-0.27001284629196426,0.0,0.0,0.0,1,0,0.0
332,199.0,0.0,0.0,-0.26886535618912416,0.0,0.0,0.0,1,0,0.0
333,200.0,0.0,0.0,-0.26791408567100233,0.0,0.0,0.0,1,0,0.0
334,201.0,0.0,0.0,-0.2671941058314533,0.0,0.0,0.0,1,0,0.0
335,202.0,0.0,0.0,-0.2693676866662081,0.0,0.0,0.0,1,0,0.0
336,203.0,0.0,0.0,-0.2713093008371392,0.0,0.0,0.0,1,0,0.0
337,204.0,0.0,0.0,-0.2720005851339281,0.0,0.0,0.0,1,0,0.0
338,205.0,0.0,0.0,-0.2706383890036423,0.0,0.0,0.0,1,1,0.0
339,206.0,0.0,0.0,-0.2716988838526573,0.0,0.0,0.0,1,0,0.0
340,207.0,0.0,0.0,-0.2726589122747369,0.0,0.0,0.0,1,0,0.0
341,208.0,1.0,1.0,-0.2721879691192825,0.0,0.0,0.0,1,0,0.0
342,209.0,1.0,1.0,-0.27248066405081117,0.0,0.0,0.0,1,0,0.0
343,210.0,1.0,1.0,-0.27182981391265476,0.0,0.0,0.0,1,0,0.0
344,211.0,1.0,1.0,-0.27153620883122276,0.0,0.0,0.0,1,0,0.0
345,212.0,1.0,1.0,-0.27171545850270357,0.0,0.0,0.0,1,0,0.0
346,213.0,1.0,1.0,-0.27210918756586816,0.0,0.0,0.0,1,0,0.0
347,214.0,1.0,1.0,-0.2709266114397609,0.0,0.0,0.0,1,0,0.0
348,64.0,0.0,0.0,-0.23583693402324793,0.0,0.0,0.0,1,0,0.0
349,65.0,0.0,0.0,-0.23684376679102254,0.0,0.0,0.0,1,0,0.0
350,66.0,0.0,0.0,-0.23713897639873718,0.0,0.0,0.0,1,0,0.0
351,67.0,0.0,0.0,-0.2363541508562764,0.0,0.0,0.0,1,0,0.0
352,68.0,0.0,0.0,-0.23622694671636685,0.0,0.0,0.0,1,0,0.0
353,69.0,0.0,0.0,-0.23594493753826548,0.0,0.0,0.0,1,0,0.0
354,70.0,0.0,0.0,-0.2362473473803146,0.0,0.0,0.0,1,0,0.0
355,71.0,0.0,0.0,-0.23679336515068106,0.0,0.0,0.0,1,0,0.0
356,72.0,0.0,0.0,-0.2364681545665727,0.0,0.0,0.0,1,0,0.0
357,73.0,0.0,0.0,-0.2361489441777431,0.0,0.0,0.0,1,0,0.0
358,74.0,0.0,0.0,-0.23604574081894855,0.0,0.0,0.0,1,0,0.0
359,75.0,0.0,0.0,-0.23648615515240895,0.0,0.0,0.0,1,0,0.0
360,76.0,0.0,0.0,-0.23590893636659296,0.0,0.0,0.0,1,0,0.0
361,77.0,1.0,1.0,-0.23592093675715048,0.0,0.0,0.0,1,0,0.0
362,78.0,0.0,0.0,-0.23603014031122377,0.0,0.0,0.0,1,0,0.0
363,79.0,0.0,0.0,-0.23600493949105303,0.0,0.0,0.0,1,0,0.0
364,80.0,0.0,0.0,-0.2358189334374117,0.0,0.0,0.0,1,0,0.0
365,81.0,0.0,0.0,-0.2358525345309727,0.0,0.0,0.0,1,0,0.0
366,82.0,0.0,0.0,-0.2360469408580043,0.0,0.0,0.0,1,0,0.0
367,83.0,0.0,0.0,-0.2360229400768893,0.0,0.0,0.0,1,0,0.0
368,84.0,0.0,0.0,-0.23584893441380547,0.0,0.0,0.0,1,0,0.0
369,85.0,1.0,1.0,-0.23632174980177115,0.0,0.0,0.0,1,0,0.0
370,86.0,0.0,0.0,-0.23600493949105303,0.0,0.0,0.0,1,0,0.0
371,87.0,0.0,0.0,-0.2362137462867536,0.0,0.0,0.0,1,0,0.0
372,88.0,0.0,0.0,-0.23631454956743664,0.0,0.0,0.0,1,0,0.0
373,89.0,0.0,0.0,-0.23592693695242922,0.0,0.0,0.0,1,0,0.0
374,90.0,0.0,0.0,-0.23598813894427254,0.0,0.0,0.0,1,0,0.0
375,91.0,0.0,0.0,-0.2358309338279692,0.0,0.0,0.0,1,0,0.0
376,92.0,0.0,0.0,-0.23632174980177115,0.0,0.0,0.0,1,0,0.0
377,93.0,0.0,0.0,-0.23613694378718558,0.0,0.0,0.0,1,0,0.0
378,94.0,0.0,0.0,-0.23625214753653762,0.0,0.0,0.0,1,0,0.0
379,95.0,0.0,0.0,-0.23626774804426237,0.0,0.0,0.0,1,0,0.0
380,96.0,0.0,0.0,-0.23598813894427254,0.0,0.0,0.0,1,0,0.0
381,97.0,0.0,0.0,-0.23594493753826548,0.0,0.0,0.0,1,0,0.0
382,98.0,0.0,0.0,-0.23572533039106316,0.0,0.0,0.0,1,0,0.0
383,99.0,0.0,0.0,-0.2357685317970702,0.0,0.0,0.0,1,0,0.0
384,100.0,0.0,0.0,-0.23581533332024443,0.0,0.0,0.0,1,0,0.0
385,101.0,0.0,0.0,-0.2360061395301088,0.0,0.0,0.0,1,0,0.0
386,102.0,1.0,1.0,-0.23609254234212282,0.0,0.0,0.0,1,0,0.0
387,103.0,0.0,0.0,-0.23597373847560352,0.0,0.0,0.0,1,0,0.0
388,104.0,0.0,0.0,-0.23614294398246433,0.0,0.0,0.0,1,0,0.0
389,105.0,0.0,0.0,-0.23598573886616103,0.0,0.0,0.0,1,0,0.0
390,106.0,0.0,0.0,-0.2353881194163973,0.0,0.0,0.0,1,0,0.0
391,107.0,1.0,0.0,-0.23566532843827565,0.0,0.0,0.0,1,0,0.0
392,108.0,0.0,0.0,-0.235961738085046,0.0,0.0,0.0,1,0,0.0
393,109.0,0.0,0.0,-0.236014539803499,0.0,0.0,0.0,1,0,0.0
394,110.0,0.0,0.0,-0.23613574374812982,0.0,0.0,0.0,1,0,0.0
395,111.0,0.0,0.0,-0.23597133839749201,0.0,0.0,0.0,1,0,0.0
396,112.0,0.0,0.0,-0.23618014519319258,0.0,0.0,0.0,1,0,0.0
397,113.0,0.0,0.0,-0.23587413523397624,0.0,0.0,0.0,1,0,0.0
398,114.0,1.0,0.0,-0.23304804325768397,0.0,0.0,0.0,1,0,0.0
399,115.0,0.0,0.0,-0.23733458276482447,0.0,0.0,0.0,1,0,0.0
400,116.0,0.0,0.0,-0.23663375995626623,0.0,0.0,0.0,1,0,1.0
401,117.0,0.0,0.0,-0.24408960260964363,0.0,0.0,0.0,1,0,0.0
402,118.0,0.0,0.0,-0.23638415183267014,0.0,0.0,0.0,1,1,0.0
403,119.0,0.0,0.0,-0.21692071838745408,0.0,0.0,0.0,1,1,0.0
404,120.0,0.0,0.0,-0.20000016770137308,0.0,0.0,0.0,1,1,1.0
405,121.0,1.0,1.0,-0.21932199653801066,0.0,0.0,0.0,1,0,0.0
406,122.0,0.0,0.0,-0.22275410823745684,0.0,0.0,0.0,1,0,0.0
407,123.0,0.0,0.0,-0.21347180614122735,0.0,0.0,0.0,1,0,0.0
408,124.0,0.0,0.0,-0.21276618317644608,0.0,0.0,0.0,1,0,0.0
409,125.0,0.0,0.0,-0.23254522689332457,0.0,0.0,0.0,1,0,0.0
410,126.0,0.0,0.0,-0.23575893148462418,0.0,0.0,0.0,1,0,0.0
411,127.0,0.0,0.0,-0.23606494144384055,0.0,0.0,0.0,1,0,0.0
412,128.0,0.0,0.0,-0.23584293421852673,0.0,0.0,0.0,1,0,0.0
413,129.0,0.0,0.0,-0.2360853421077883,0.0,0.0,0.0,1,0,0.0
414,130.0,0.0,0.0,-0.2359401373820425,0.0,0.0,0.0,1,0,0.0
415,131.0,1.0,1.0,-0.21624869651623382,0.0,0.0,0.0,1,0,0.0
416,132.0,0.0,0.0,-0.2102485012374817,0.0,0.0,0.0,1,0,0.0
417,133.0,0.0,0.0,-0.2282838882063548,0.0,0.0,0.0,1,1,0.0
418,134.0,0.0,0.0,-0.22645982884161417,0.0,0.0,0.0,1,0,0.0
419,135.0,0.0,0.0,-0.22626422247552683,0.0,0.0,0.0,1,0,0.0
420,136.0,0.0,0.0,-0.22603141489871129,0.0,0.0,0.0,1,0,0.0
421,137.0,0.0,0.0,-0.2270034465338691,0.0,0.0,0.0,1,0,0.0
422,138.0,0.0,0.0,-0.22323892401598003,0.0,0.0,0.0,1,0,0.0
423,139.0,0.0,0.0,-0.21862117372945242,0.0,0.0,0.0,1,0,0.0
424,140.0,0.0,0.0,-0.22333732721855154,0.0,0.0,0.0,1,0,1.0
425,141.0,0.0,0.0,-0.22333732721855154,0.0,0.0,0.0,1,0,0.0
426,142.0,0.0,0.0,-0.22333732721855154,0.0,0.0,0.0,1,0,0.0
427,143.0,0.0,0.0,-0.22333732721855154,0.0,0.0,0.0,1,0,0.0
428,144.0,0.0,0.0,-0.22333732721855154,0.0,0.0,0.0,1,0,0.0
429,145.0,0.0,0.0,-0.22333732721855154,0.0,0.0,0.0,1,0,0.0
430,146.0,0.0,0.0,-0.22333732721855154,0.0,0.0,0.0,1,0,0.0
431,147.0,0.0,0.0,-0.22332892694516132,0.0,0.0,0.0,1,0,0.0
432,148.0,0.0,0.0,-0.22332892694516132,0.0,0.0,0.0,1,0,0.0
433,149.0,0.0,0.0,-0.22332892694516132,0.0,0.0,0.0,1,0,0.0
434,150.0,0.0,0.0,-0.19784009740102232,0.0,0.0,0.0,1,1,0.0
435,151.0,0.0,0.0,-0.19784009740102232,0.0,0.0,0.0,1,0,0.0
436,152.0,0.0,0.0,-0.19784009740102232,0.0,0.0,0.0,1,0,0.0
437,153.0,0.0,0.0,-0.19784009740102232,0.0,0.0,0.0,1,0,0.0
438,154.0,0.0,0.0,-0.1992081419245778,0.0,0.0,0.0,1,0,0.0
439,155.0,0.0,0.0,-0.19896813411342773,0.0,0.0,0.0,1,0,0.0
440,156.0,0.0,0.0,-0.1983681145855525,0.0,0.0,0.0,1,0,0.0
441,157.0,0.0,0.0,-0.19784009740102232,0.0,0.0,0.0,1,0,0.0
442,158.0,0.0,0.0,-0.19793610052548238,0.0,0.0,0.0,1,0,0.0
443,159.0,0.0,0.0,-0.19791209974436733,0.0,0.0,0.0,1,0,0.0
444,160.0,0.0,0.0,-0.19793610052548238,0.0,0.0,0.0,1,0,0.0
445,161.0,0.0,0.0,-0.19817610833663246,0.0,0.0,0.0,1,0,0.0
446,162.0,0.0,0.0,-0.19798410208771236,0.0,0.0,0.0,1,0,0.0
447,163.0,0.0,0.0,-0.1978760985726948,0.0,0.0,0.0,1,0,0.0
448,164.0,0.0,0.0,-0.1977560946671198,0.0,0.0,0.0,1,0,0.0
449,165.0,0.0,0.0,-0.19811610638384494,0.0,0.0,0.0,1,0,0.0
450,166.0,0.0,0.0,-0.19781609661990732,0.0,0.0,0.0,1,0,0.0
451,167.0,0.0,0.0,-0.19126388337551,0.0,0.0,0.0,1,0,0.0
452,168.0,0.0,0.0,-0.19079586814376734,0.0,0.0,0.0,1,0,0.0
453,169.0,0.0,0.0,-0.19090387165878486,0.0,0.0,0.0,1,0,0.0
454,170.0,0.0,0.0,-0.19093987283045738,0.0,0.0,0.0,1,0,0.0
455,171.0,0.0,0.0,-0.19601003784100296,0.0,0.0,0.0,1,0,0.0
456,172.0,0.0,0.0,-0.19863092313876188,0.0,0.0,0.0,1,0,0.0
457,173.0,0.0,0.0,-0.20528873982006518,0.0,0.0,0.0,1,0,0.0
458,174.0,0.0,0.0,-0.21312619489317122,0.0,0.0,0.0,1,0,0.0
459,175.0,0.0,0.0,-0.20678038836636298,0.0,0.0,0.0,1,0,0.0
460,176.0,0.0,0.0,-0.2113237362314341,0.0,0.0,0.0,1,0,0.0
461,177.0,0.0,0.0,-0.21164414665931944,0.0,0.0,0.0,1,0,0.0
462,178.0,0.0,0.0,-0.21972880977791004,0.0,0.0,0.0,1,0,0.0
463,179.0,0.0,0.0,-0.21642870237459635,0.0,0.0,0.0,1,0,0.0
464,180.0,0.0,0.0,-0.20862844852421902,0.0,0.0,0.0,1,0,0.0
465,181.0,0.0,0.0,-0.1929079368938885,0.0,0.0,0.0,1,0,0.0
466,182.0,0.0,0.0,-0.18019952329349148,0.0,0.0,0.0,1,0,0.0
467,183.0,0.0,0.0,-0.1623069409602523,0.0,0.0,0.0,1,0,0.0
468,184.0,0.0,0.0,-0.14568640003810895,0.0,0.0,0.0,1,0,0.0
469,185.0,0.0,0.0,-0.17317929480535113,0.0,0.0,0.0,1,0,0.0
470,186.0,0.0,0.0,-0.19269793004713176,0.0,0.0,0.0,1,0,0.0
471,187.0,1.0,0.0,-0.20765041668178205,0.0,0.0,0.0,1,0,0.0
472,188.0,1.0,0.0,-0.1983201130233225,0.0,0.0,0.0,1,0,0.0
473,189.0,1.0,0.0,-0.20151821710689735,0.0,0.0,0.0,1,0,0.0
474,190.0,1.0,0.0,-0.21149654185546213,0.0,0.0,0.0,1,0,0.0
475,191.0,1.0,0.0,-0.20984648815380533,0.0,0.0,0.0,1,0,0.0
476,192.0,1.0,0.0,-0.2057423545831389,0.0,0.0,0.0,1,0,0.0
477,193.0,0.0,0.0,-0.19953815266490915,0.0,0.0,0.0,1,0,0.0
478,194.0,0.0,0.0,-0.20781242195430835,0.0,0.0,0.0,1,0,0.0
479,195.0,0.0,0.0,-0.2142566316836881,0.0,0.0,0.0,1,0,0.0
480,196.0,0.0,0.0,-0.2094744760465227,0.0,0.0,0.0,1,0,0.0
481,197.0,0.0,0.0,-0.1988961317700827,0.0,0.0,0.0,1,0,0.0
482,198.0,0.0,0.0,-0.20417030342010584,0.0,0.0,0.0,1,0,0.0
483,199.0,0.0,0.0,-0.19202230805874426,0.0,0.0,0.0,1,0,0.0
484,200.0,0.0,0.0,-0.18456166524914389,0.0,0.0,0.0,1,0,0.0
485,201.0,0.0,0.0,-0.17989351332227477,0.0,0.0,0.0,1,0,0.0
486,202.0,0.0,0.0,-0.1958216317092501,0.0,0.0,0.0,1,0,0.0
487,203.0,0.0,0.0,-0.20931727093021937,0.0,0.0,0.0,1,0,0.0
488,204.0,0.0,0.0,-0.21519746230339643,0.0,0.0,0.0,1,0,0.0
489,205.0,0.0,0.0,-0.20491912779089405,0.0,0.0,0.0,1,0,0.0
490,206.0,0.0,0.0,-0.21287178661335213,0.0,0.0,0.0,1,0,0.0
491,207.0,0.0,0.0,-0.21990521551910536,0.0,0.0,0.0,1,0,0.0
492,208.0,1.0,1.0,-0.21738993365825246,0.0,0.0,0.0,1,0,0.0
493,209.0,1.0,0.0,-0.21852757068310386,0.0,0.0,0.0,1,0,0.0
494,210.0,1.0,0.0,-0.21344900539916808,0.0,0.0,0.0,1,0,0.0
495,211.0,1.0,0.0,-0.21186135372841028,0.0,0.0,0.0,1,0,0.0
496,212.0,1.0,0.0,-0.2128993875116344,0.0,0.0,0.0,1,0,0.0
497,213.0,1.0,0.0,-0.2158562837450034,0.0,0.0,0.0,1,0,0.0
498,214.0,1.0,0.0,-0.20735160695690016,0.0,0.0,0.0,1,0,0.0
499,61.0,0.0,0.0,-0.2807056976963489,0.0,0.0,0.0,0,0,0.0
500,62.0,0.0,0.0,-0.2807331105295169,0.0,0.0,0.0,0,0,0.0
501,63.0,0.0,0.0,-0.28074205370900207,0.0,0.0,0.0,0,0,0.0
502,64.0,0.0,0.0,-0.2807064908964251,0.0,0.0,0.0,0,0,0.0
503,65.0,0.0,0.0,-0.2807075061117898,0.0,0.0,0.0,0,0,0.0
504,66.0,0.0,0.0,-0.2807072417117644,0.0,0.0,0.0,0,0,0.0
505,67.0,0.0,0.0,-0.2807073587743711,0.0,0.0,0.0,0,0,0.0
506,68.0,0.0,0.0,-0.2807066019040694,0.0,0.0,0.0,0,0,0.0
507,69.0,0.0,0.0,-0.2807063496139688,0.0,0.0,0.0,0,0,0.0
508,70.0,0.0,0.0,-0.28070531219707523,0.0,0.0,0.0,0,0,0.0
509,71.0,0.0,0.0,-0.2807042344137655,0.0,0.0,0.0,0,0,0.0
510,72.0,0.0,0.0,-0.2807052920138672,0.0,0.0,0.0,0,0,0.0
511,73.0,0.0,0.0,-0.2807064908964251,0.0,0.0,0.0,0,0,0.0
512,74.0,0.0,0.0,-0.2807072417117644,0.0,0.0,0.0,0,0,0.0
513,75.0,0.0,0.0,-0.2807067613514129,0.0,0.0,0.0,0,0,0.0
514,76.0,0.0,0.0,-0.2807061134704346,0.0,0.0,0.0,0,0,0.0
515,77.0,0.0,0.0,-0.2807061134704346,0.0,0.0,0.0,0,0,0.0
516,78.0,0.0,0.0,-0.2807059499864495,0.0,0.0,0.0,0,0,0.0
517,79.0,0.0,0.0,-0.2807057865024643,0.0,0.0,0.0,0,0,0.0
518,80.0,0.0,0.0,-0.2807052597207343,0.0,0.0,0.0,0,0,0.0
519,81.0,0.0,0.0,-0.2807057037513113,0.0,0.0,0.0,0,0,0.0
520,82.0,0.0,0.0,-0.2807065918124653,0.0,0.0,0.0,0,0,0.0
521,83.0,0.0,0.0,-0.28070598631622395,0.0,0.0,0.0,0,0,0.0
522,84.0,0.0,0.0,-0.2807053404535665,0.0,0.0,0.0,0,0,0.0
523,85.0,0.0,0.0,-0.28070665236208947,0.0,0.0,0.0,0,0,0.0
524,86.0,0.0,0.0,-0.28070519917111014,0.0,0.0,0.0,0,0,0.0
525,87.0,0.0,0.0,-0.28070572393451937,0.0,0.0,0.0,0,0,0.0
526,88.0,0.0,0.0,-0.28070620833151244,0.0,0.0,0.0,0,0,0.0
527,89.0,0.0,0.0,-0.28070582485055956,0.0,0.0,0.0,0,0,0.0
528,90.0,0.0,0.0,-0.280705542285647,0.0,0.0,0.0,0,0,0.0
529,91.0,0.0,0.0,-0.28070572393451937,0.0,0.0,0.0,0,0,0.0
530,92.0,0.0,0.0,-0.2807068541941699,0.0,0.0,0.0,0,0,0.0
531,93.0,0.0,0.0,-0.28070620833151244,0.0,0.0,0.0,0,0,0.0
532,94.0,0.0,0.0,-0.28070679364454576,0.0,0.0,0.0,0,0,0.0
533,95.0,0.0,0.0,-0.28070673309492167,0.0,0.0,0.0,0,0,0.0
534,96.0,0.0,0.0,-0.2807062688811366,0.0,0.0,0.0,0,0,0.0
535,97.0,0.0,0.0,-0.28070576430093547,0.0,0.0,0.0,0,0,0.0
536,98.0,0.0,0.0,-0.28070568356810327,0.0,0.0,0.0,0,0,0.0
537,99.0,0.0,0.0,-0.2807063496139688,0.0,0.0,0.0,0,0,0.0
538,100.0,1.0,0.0,-0.2807065514460492,0.0,0.0,0.0,0,0,0.0
539,101.0,0.0,0.0,-0.2807067532781297,0.0,0.0,0.0,0,0,0.0
540,102.0,0.0,0.0,-0.28070695511021015,0.0,0.0,0.0,0,0,0.0
541,103.0,0.0,0.0,-0.28070624869792854,0.0,0.0,0.0,0,0,0.0
542,104.0,0.0,0.0,-0.2807068541941699,0.0,0.0,0.0,0,0,0.0
543,105.0,0.0,0.0,-0.28070705602625035,0.0,0.0,0.0,0,0,0.0
544,106.0,0.0,0.0,-0.28070594594980786,0.0,0.0,0.0,0,0,0.0
545,107.0,0.0,0.0,-0.2807065514460492,0.0,0.0,0.0,0,0,0.0
546,108.0,0.0,0.0,-0.2807068037361498,0.0,0.0,0.0,0,0,0.0
547,109.0,0.0,0.0,-0.28070641016359293,0.0,0.0,0.0,0,0,0.0
548,110.0,0.0,0.0,-0.28070568356810327,0.0,0.0,0.0,0,0,0.0
549,111.0,0.0,0.0,-0.2807061679650964,0.0,0.0,0.0,0,0,0.0
550,112.0,0.0,0.0,-0.2807061275986803,0.0,0.0,0.0,0,0,0.0
551,113.0,0.0,0.0,-0.2807054413696067,0.0,0.0,0.0,0,0,0.0
552,114.0,0.0,0.0,-0.2806929277806182,0.0,0.0,0.0,0,0,0.0
553,115.0,0.0,0.0,-0.28066749693848037,0.0,0.0,0.0,0,1,1.0
554,116.0,0.0,0.0,-0.2806604328156642,0.0,0.0,0.0,0,0,1.0
555,117.0,0.0,0.0,-0.28065276319660676,0.0,0.0,0.0,1,0,1.0
556,118.0,0.0,0.0,-0.28062955250735394,0.0,0.0,0.0,1,0,1.0
557,119.0,0.0,0.0,-0.2801259864155301,0.0,0.0,0.0,1,1,0.0
558,120.0,0.0,0.0,-0.28015968742404423,0.0,0.0,0.0,1,1,0.0
559,121.0,1.0,1.0,-0.2797360418871598,0.0,0.0,0.0,1,1,0.0
560,122.0,0.0,0.0,-0.27999842359175714,0.0,0.0,0.0,1,0,0.0
561,123.0,0.0,0.0,-0.2799943869501479,0.0,0.0,0.0,1,0,0.0
562,124.0,0.0,0.0,-0.28000952435618237,0.0,0.0,0.0,1,0,0.0
563,125.0,0.0,0.0,-0.28000952435618237,0.0,0.0,0.0,1,0,0.0
564,126.0,0.0,0.0,-0.28000952435618237,0.0,0.0,0.0,1,0,0.0
565,127.0,0.0,0.0,-0.28000952435618237,0.0,0.0,0.0,1,0,0.0
566,128.0,0.0,0.0,-0.28000952435618237,0.0,0.0,0.0,1,0,0.0
567,129.0,0.0,0.0,-0.28000952435618237,0.0,0.0,0.0,1,0,0.0
568,130.0,0.0,0.0,-0.28000952435618237,0.0,0.0,0.0,1,0,0.0
569,131.0,1.0,1.0,-0.27941210139802225,0.0,0.0,0.0,1,1,0.0
570,132.0,0.0,0.0,-0.27942320216244754,0.0,0.0,0.0,1,1,0.0
571,133.0,0.0,0.0,-0.279906589995148,0.0,0.0,0.0,1,0,0.0
572,134.0,0.0,0.0,-0.2798813609850906,0.0,0.0,0.0,1,0,0.0
573,135.0,0.0,0.0,-0.279879342664286,0.0,0.0,0.0,1,0,0.0
574,136.0,0.0,0.0,-0.2798742968622745,0.0,0.0,0.0,1,0,0.0
575,137.0,0.0,0.0,-0.2798904434287113,0.0,0.0,0.0,1,0,0.0
576,138.0,0.0,0.0,-0.27982282968175737,0.0,0.0,0.0,1,0,0.0
577,139.0,1.0,1.0,-0.279814756398539,0.0,0.0,0.0,1,0,0.0
578,140.0,0.0,0.0,-0.279814756398539,0.0,0.0,0.0,1,0,1.0
579,141.0,0.0,0.0,-0.279814756398539,0.0,0.0,0.0,1,0,0.0
580,142.0,0.0,0.0,-0.279814756398539,0.0,0.0,0.0,1,0,0.0
581,143.0,0.0,0.0,-0.279814756398539,0.0,0.0,0.0,1,0,0.0
582,144.0,0.0,0.0,-0.279814756398539,0.0,0.0,0.0,1,0,0.0
583,145.0,0.0,0.0,-0.27806588142135746,0.0,0.0,0.0,1,1,1.0
584,146.0,0.0,0.0,-0.27806588142135746,0.0,0.0,0.0,1,1,1.0
585,147.0,0.0,0.0,-0.27806588142135746,0.0,0.0,0.0,1,0,1.0
586,148.0,0.0,0.0,-0.27806588142135746,0.0,0.0,0.0,1,1,1.0
587,149.0,0.0,0.0,-0.27614847665699227,0.0,0.0,0.0,1,0,0.0
588,150.0,0.0,0.0,-0.27614847665699227,0.0,0.0,0.0,1,1,0.0
589,151.0,0.0,0.0,-0.27614847665699227,0.0,0.0,0.0,1,0,0.0
590,152.0,0.0,0.0,-0.27614847665699227,0.0,0.0,0.0,1,0,0.0
591,153.0,0.0,0.0,-0.27614847665699227,0.0,0.0,0.0,1,0,0.0
592,154.0,0.0,0.0,-0.27614847665699227,0.0,0.0,0.0,1,0,0.0
593,155.0,0.0,0.0,-0.27614847665699227,0.0,0.0,0.0,1,0,0.0
594,156.0,0.0,0.0,-0.27614847665699227,0.0,0.0,0.0,1,0,0.0
595,157.0,0.0,0.0,-0.27433198793285685,0.0,0.0,0.0,1,0,0.0
596,158.0,0.0,0.0,-0.27434409785768443,0.0,0.0,0.0,1,0,0.0
597,159.0,0.0,0.0,-0.27434813449929357,0.0,0.0,0.0,1,0,0.0
598,160.0,0.0,0.0,-0.27434207953687983,0.0,0.0,0.0,1,0,0.0
599,161.0,0.0,0.0,-0.2743097864040063,0.0,0.0,0.0,1,0,0.0
600,162.0,0.0,0.0,-0.2743057497623971,0.0,0.0,0.0,1,0,0.0
601,163.0,0.0,0.0,-0.2743097864040063,0.0,0.0,0.0,1,1,0.0
602,164.0,0.0,0.0,-0.27431584136642007,0.0,0.0,0.0,1,0,0.0
603,165.0,0.0,0.0,-0.2743037314415925,0.0,0.0,0.0,1,0,0.0
604,166.0,0.0,0.0,-0.2743037314415925,0.0,0.0,0.0,1,0,0.0
605,167.0,0.0,0.0,-0.2723217404114803,0.0,0.0,0.0,1,1,0.0
606,168.0,0.0,0.0,-0.2723600885067676,0.0,0.0,0.0,1,0,0.0
607,169.0,0.0,0.0,-0.2723399052987216,0.0,0.0,0.0,1,0,0.0
608,170.0,0.0,0.0,-0.27238229003561815,0.0,0.0,0.0,1,0,0.0
609,171.0,0.0,0.0,-0.2724307297349284,0.0,0.0,0.0,1,0,0.0
610,172.0,0.0,0.0,-0.2724010604191009,0.0,0.0,0.0,1,0,0.0
611,173.0,0.0,0.0,-0.2730329966630195,0.0,0.0,0.0,1,0,0.0
612,174.0,0.0,0.0,-0.2735999429770302,0.0,0.0,0.0,1,0,0.0
613,175.0,0.0,0.0,-0.27303905162543335,0.0,0.0,0.0,1,0,0.0
614,176.0,0.0,0.0,-0.2732059667559733,0.0,0.0,0.0,1,0,0.0
615,177.0,0.0,0.0,-0.2726854418204683,0.0,0.0,0.0,1,0,0.0
616,178.0,0.0,0.0,-0.2728959526803875,0.0,0.0,0.0,1,0,0.0
617,179.0,0.0,0.0,-0.2733208092097548,0.0,0.0,0.0,1,0,0.0
618,180.0,0.0,0.0,-0.2730503542219391,0.0,0.0,0.0,1,0,0.0
619,181.0,0.0,0.0,-0.27200890068676803,0.0,0.0,0.0,1,0,0.0
620,182.0,0.0,0.0,-0.2701338806592994,0.0,0.0,0.0,1,0,0.0
621,183.0,0.0,0.0,-0.2690682072744733,0.0,0.0,0.0,1,0,0.0
622,184.0,0.0,0.0,-0.26760896133275114,0.0,0.0,0.0,1,0,0.0
623,185.0,0.0,0.0,-0.26990379208757553,0.0,0.0,0.0,1,0,0.0
624,186.0,0.0,0.0,-0.2711793708360795,0.0,0.0,0.0,1,0,0.0
