,Systemic Crisis,Banking Crisis,Gold Standard,exch_usd,Domestic_Debt_In_Default,Sovereign External Debt Default,Weighted GDP,Inflation,Independence,Currency Crises,Inflation Crises
1538,0.0,0.0,0.0,0.06544807396455928,0.0,0.0,0.0,0.4124116800791686,1.0,0.0,1.0
29,0.0,0.0,0.0,-0.2752894624589395,0.0,0.0,0.0,-0.25976808958062136,0.0,0.0,0.0
6575,0.0,0.0,0.0,-0.30982604796087154,0.0,0.0,0.0,-0.30989219004219354,1.0,0.0,0.0
4983,0.0,0.0,0.0,0.2461634837260594,0.0,0.0,0.0,-0.14045658074141845,1.0,0.0,0.0
3087,0.0,0.0,0.0,0.1367321848954331,0.0,0.0,0.0,-0.10718779362682294,1.0,0.0,0.0
497,0.0,0.0,0.0,-0.29536372585769927,0.0,0.0,0.0,-0.10033590943200549,1.0,2.0,0.0
1386,0.0,0.0,0.0,-0.30987699640501115,0.0,0.0,0.0,-0.2507781324351661,1.0,1.0,0.0
3891,0.0,1.0,0.0,-0.28415377713909834,0.0,0.0,0.0,-0.23211085094980477,1.0,0.0,0.0
4545,0.0,0.0,0.0,-0.05956149203768142,0.0,1.0,0.0,-0.09208062726957485,1.0,0.0,0.0
6114,1.0,1.0,0.0,-0.3013339455576672,0.0,0.0,0.0,-0.08056450865298409,1.0,0.0,0.0
462,0.0,0.0,0.0,-0.29963618718302804,0.0,0.0,0.0,-0.0772165854934018,1.0,0.0,0.0
5317,1.0,1.0,0.0,-0.30987708941608116,0.0,0.0,0.0,0.980321802040979,1.0,1.0,1.0
2710,0.0,0.0,0.0,-0.2683551373629891,0.0,0.0,0.0,-0.19535497884090494,1.0,0.0,0.0
602,0.0,0.0,0.0,-0.3098769709665746,0.0,0.0,0.0,-0.24201799467627205,1.0,0.0,0.0
5402,0.0,0.0,0.0,-0.26006596550823186,1.0,1.0,8.5,0.033526665940331705,1.0,0.0,0.0
6367,1.0,1.0,0.0,-0.26556238479450306,0.0,0.0,0.0,-0.03505898558303572,1.0,1.0,0.0
1427,0.0,0.0,0.0,-0.30985406393870685,0.0,0.0,0.0,0.3324963862806564,1.0,1.0,1.0
2631,0.0,0.0,1.0,-0.26833833765846704,0.0,0.0,0.0,-0.34654567949687526,1.0,0.0,0.0
2909,0.0,0.0,0.0,-0.2999949102953514,0.0,0.0,0.0,-0.20652436539506794,1.0,0.0,0.0
4623,0.0,0.0,1.0,-0.2732161812773371,0.0,0.0,0.0,-0.2547871896671483,0.0,0.0,0.0
5202,0.0,0.0,0.0,-0.09057050523061286,0.0,0.0,0.0,-0.11554812145125233,1.0,0.0,0.0
1556,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,0.19183916450182134,1.0,1.0,1.0
5714,0.0,0.0,0.0,-0.27863754474839075,0.0,0.0,0.0,-0.3227360088832902,1.0,1.0,0.0
1583,0.0,0.0,0.0,-0.2543392427020422,0.0,1.0,0.0,-0.05070923178028108,1.0,0.0,0.0
4440,0.0,0.0,0.0,-0.29005324043649106,0.0,0.0,0.0,0.07643031987104086,1.0,0.0,0.0
3107,0.0,0.0,0.0,1.7448255954207477,0.0,0.0,0.0,-0.14340784411448743,1.0,0.0,0.0
6600,0.0,0.0,0.0,-0.3098452095062058,0.0,0.0,0.0,-0.25956775755377115,1.0,0.0,0.0
6011,0.0,0.0,0.0,-0.09444558436874145,0.0,0.0,0.0,-0.2589895540463253,1.0,0.0,0.0
1909,0.0,0.0,0.0,-0.06282261115078333,0.0,0.0,0.0,-0.06672479006599272,1.0,1.0,0.0
711,0.0,1.0,0.0,-0.30223957559692055,0.0,0.0,0.0,-0.16602731723954742,1.0,0.0,0.0
1105,0.0,0.0,0.0,-0.23503679788871562,0.0,0.0,0.0,0.38111539792811394,1.0,1.0,1.0
1597,0.0,0.0,0.0,-0.24416059819751193,0.0,0.0,0.0,-0.1930973381412582,1.0,0.0,0.0
6049,1.0,0.0,0.0,0.12712967144409967,0.0,0.0,0.0,-0.20598288290571176,1.0,0.0,0.0
5637,0.0,0.0,0.0,-0.20621451266283178,0.0,0.0,0.0,-0.12062326534617882,1.0,1.0,0.0
3422,1.0,1.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.001953584261238181,1.0,0.0,0.0
5629,0.0,0.0,0.0,-0.24737230641496083,0.0,0.0,0.0,-0.1693087918991136,1.0,0.0,0.0
2778,0.0,0.0,1.0,-0.26316896975524395,0.0,0.0,0.0,-0.19480531712762136,1.0,0.0,0.0
5974,0.0,0.0,0.0,-0.28275248413837756,0.0,0.0,0.0,1.3806093371727262,1.0,0.0,1.0
735,0.0,0.0,0.0,-0.29968994623749856,0.0,0.0,0.0,-0.285196901522102,1.0,0.0,0.0
2805,0.0,0.0,0.0,4.631212475889876,1.0,1.0,0.32,10.079768480196384,1.0,1.0,1.0
1693,0.0,0.0,1.0,-0.27295430353037586,0.0,0.0,0.0,-0.3104072547494035,1.0,0.0,0.0
2638,0.0,0.0,1.0,-0.2684944760887307,0.0,0.0,0.0,-0.2966625711921445,1.0,0.0,0.0
3129,0.0,0.0,0.0,-0.28932215682440837,0.0,0.0,0.0,0.15968669893276233,0.0,0.0,0.0
4561,0.0,0.0,0.0,-0.2621698814451391,0.0,0.0,0.0,-0.4217622516980835,0.0,0.0,0.0
1714,0.0,0.0,0.0,-0.2538431573096855,0.0,0.0,0.0,-0.12085150731539088,1.0,0.0,0.0
6564,0.0,0.0,0.0,-0.29452512413667553,0.0,0.0,0.0,-0.17448898145603883,1.0,0.0,0.0
4265,0.0,0.0,1.0,-0.3027694146666723,0.0,0.0,0.0,-0.2054855504683289,1.0,0.0,0.0
559,0.0,0.0,0.0,-0.309876989318109,0.0,0.0,0.0,0.21364738420270463,1.0,0.0,1.0
5803,0.0,0.0,1.0,-0.2730936422561175,0.0,0.0,0.0,-0.26700524487106053,1.0,0.0,0.0
6094,0.0,0.0,0.0,-0.30513364343338745,0.0,0.0,0.0,-0.15155593106220722,1.0,0.0,0.0
4369,0.0,0.0,1.0,-0.307855195565958,0.0,0.0,0.0,-0.21436865178619352,0.0,0.0,0.0
2481,0.0,0.0,0.0,-0.3088512188363038,0.0,0.0,0.0,0.384651008481241,1.0,0.0,1.0
3070,0.0,0.0,0.0,-0.07784352342931344,0.0,1.0,0.6,-0.13816112910198972,1.0,0.0,0.0
999,0.0,0.0,0.0,-0.2837881365112657,0.0,0.0,0.0,-0.204032029384169,1.0,0.0,0.0
4853,0.0,0.0,0.0,-0.30987708941608116,0.0,1.0,0.16,0.10499469969043758,1.0,0.0,0.0
1001,0.0,0.0,0.0,-0.28949509495919407,0.0,0.0,0.0,-0.383258550015887,1.0,0.0,0.0
5667,0.0,0.0,0.0,-0.25099906615589535,0.0,0.0,0.0,-0.10457802585649337,1.0,0.0,0.0
2059,0.0,0.0,0.0,-0.3055803179300911,0.0,0.0,0.0,-0.101188320677498,1.0,0.0,0.0
2619,0.0,0.0,0.0,-0.2824797359943727,0.0,0.0,0.0,-0.06168891048582896,1.0,0.0,0.0
6359,0.0,0.0,0.0,-0.26643893939141344,0.0,0.0,0.0,-0.1515120721777756,1.0,0.0,0.0
1372,1.0,1.0,0.0,-0.30987703968302643,0.0,0.0,0.0,0.0759256024665043,1.0,0.0,0.0
2871,1.0,1.0,0.0,-0.30277629245508964,0.0,0.0,0.0,-0.15362375579049536,1.0,0.0,0.0
103,0.0,0.0,0.0,-0.309877089141911,0.0,0.0,0.0,-0.21869601743585496,0.0,0.0,0.0
802,0.0,0.0,0.0,-0.26673841285722094,0.0,0.0,0.0,0.2247895008352948,1.0,0.0,1.0
825,0.0,0.0,0.0,-0.29771607977795017,0.0,0.0,0.0,-0.15503759416767482,1.0,0.0,0.0
2532,0.0,1.0,0.0,-0.3018254478658644,0.0,0.0,0.0,-0.2050335254570322,1.0,0.0,0.0
6382,0.0,0.0,0.0,-0.2618353824126202,0.0,0.0,0.0,-0.2513758304466707,1.0,0.0,0.0
6619,0.0,0.0,0.0,-0.3098439841159936,0.0,0.0,0.0,-0.2064009163428727,1.0,0.0,0.0
3703,0.0,0.0,1.0,-0.28713819523654316,0.0,0.0,0.0,-0.41658984047154896,1.0,0.0,0.0
4978,1.0,1.0,0.0,0.08850319787627692,0.0,0.0,0.0,-0.1121616011296874,1.0,0.0,0.0
1937,1.0,1.0,0.0,4.631212475889876,1.0,1.0,0.0,0.8379800993552685,1.0,1.0,1.0
5255,0.0,0.0,0.0,0.18638647241605855,0.0,0.0,0.0,-0.11835306275151039,1.0,0.0,0.0
5673,0.0,0.0,0.0,-0.23365584178167145,0.0,0.0,0.0,-0.15823270630546601,1.0,0.0,0.0
6322,0.0,1.0,0.0,-0.3013321874366978,0.0,0.0,0.0,-0.13648193090475444,1.0,0.0,0.0
6228,1.0,1.0,1.0,-0.3078443251689143,0.0,0.0,0.0,-0.2393342228419316,1.0,0.0,0.0
2957,0.0,0.0,0.0,-0.29011273115485736,0.0,0.0,0.0,-0.2393342228419316,1.0,0.0,0.0
3325,0.0,0.0,1.0,-0.2854345075544256,0.0,0.0,0.0,-0.39446667654083384,0.0,0.0,0.0
3680,0.0,0.0,1.0,-0.289913111136419,0.0,0.0,0.0,-0.3189889719000884,1.0,0.0,0.0
2226,0.0,0.0,1.0,-0.30979157626357173,0.0,0.0,0.0,-0.2393342228419316,0.0,0.0,0.0
4169,0.0,0.0,0.0,-0.2990716300620271,0.0,0.0,0.0,-0.20330514309244715,1.0,0.0,0.0
268,0.0,0.0,0.0,-0.30987708941607817,0.0,0.0,0.0,-0.023191830978934975,1.0,0.0,0.0
853,0.0,0.0,0.0,-0.3014139912086251,0.0,0.0,0.0,-0.18806892061323724,1.0,0.0,0.0
1267,0.0,0.0,0.0,-0.2984187027141366,0.0,0.0,0.0,-0.14099317408197645,1.0,0.0,0.0
1194,0.0,0.0,0.0,-0.29996921661972964,0.0,0.0,0.0,0.2521797746525892,1.0,0.0,1.0
6163,1.0,1.0,1.0,-0.30783740764352285,0.0,0.0,0.0,0.1213334444487278,1.0,0.0,0.0
1504,0.0,0.0,0.0,-0.29253386504185724,0.0,1.0,0.23,0.13507781948433675,1.0,0.0,0.0
2146,0.0,0.0,0.0,-0.2851716415895514,0.0,0.0,0.0,-0.10645947704943272,1.0,0.0,0.0
185,0.0,0.0,0.0,-0.3098770894160802,0.0,1.0,1.06,0.03496919784771279,1.0,0.0,0.0
6546,0.0,0.0,0.0,-0.2952415821236449,0.0,0.0,0.0,-0.178038752785884,1.0,0.0,0.0
5574,0.0,0.0,0.0,-0.3063476691395831,0.0,0.0,0.0,-0.09742867041388031,1.0,1.0,0.0
5132,0.0,0.0,1.0,-0.3004269591570596,0.0,0.0,0.0,-0.8804619055750814,1.0,0.0,0.0
2572,0.0,0.0,0.0,-0.28114366537591395,0.0,0.0,0.0,-1.113336515839483,1.0,0.0,0.0
3186,0.0,0.0,0.0,-0.27284559955993914,0.0,0.0,0.0,-0.36078553696628124,0.0,1.0,0.0
2953,0.0,0.0,0.0,-0.23230198324077767,0.0,0.0,0.0,-0.1497024967633408,1.0,0.0,0.0
5547,0.0,0.0,0.0,-0.30777267937021735,0.0,0.0,0.0,-0.2236782408278267,1.0,0.0,0.0
5085,0.0,0.0,0.0,-0.30085505515699773,0.0,0.0,0.0,0.5088838612422927,1.0,0.0,1.0
4334,0.0,0.0,0.0,-0.3004538233432177,0.0,0.0,0.0,-0.15884522175823274,1.0,0.0,0.0
2898,0.0,0.0,0.0,-0.2999949102953514,0.0,0.0,0.0,-0.21818275989203442,1.0,0.0,0.0
1584,0.0,0.0,0.0,-0.25419101001508304,0.0,1.0,0.0,-0.1945515660213484,1.0,0.0,0.0
2816,0.0,0.0,0.0,4.631212475889876,1.0,1.0,0.32,0.18762851165348257,1.0,0.0,1.0
3874,0.0,0.0,0.0,-0.2791435123198781,0.0,0.0,0.0,-0.1935178678481721,1.0,0.0,0.0
1476,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.17040261678563565,1.0,0.0,0.0
5984,0.0,0.0,1.0,-0.28760957518107333,0.0,0.0,0.0,-0.16063495173394682,1.0,0.0,0.0
1633,1.0,1.0,0.0,1.3213742196740272,0.0,0.0,0.0,0.039983249123909534,1.0,0.0,0.0
6578,0.0,0.0,0.0,-0.309825702084602,0.0,0.0,0.0,0.009088620008990534,1.0,0.0,0.0
5741,0.0,0.0,0.0,-0.2713612962545212,0.0,0.0,0.0,-0.17415931158008266,1.0,0.0,0.0
2280,0.0,0.0,0.0,-0.3060377233850448,0.0,0.0,0.0,0.055593561767899154,1.0,0.0,0.0
2405,1.0,1.0,0.0,-0.30979987983062907,0.0,0.0,0.0,-0.22288678625057695,1.0,0.0,0.0
3330,0.0,0.0,1.0,-0.28531789784068445,0.0,0.0,0.0,-0.3900208879681288,0.0,0.0,0.0
4066,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,-0.12970927924590667,1.0,1.0,0.0
5220,0.0,0.0,0.0,-0.06440791032691608,0.0,0.0,0.0,-0.05998476891237403,1.0,0.0,0.0
3393,0.0,0.0,0.0,3.791227249787863,0.0,0.0,0.0,0.027745570633738482,1.0,0.0,0.0
2505,0.0,0.0,0.0,-0.3024791305805503,0.0,0.0,0.0,-0.17618587408704012,1.0,0.0,0.0
4251,0.0,0.0,0.0,-0.2978366435472087,0.0,0.0,0.0,0.041635838581427165,1.0,0.0,0.0
3475,0.0,0.0,0.0,-0.2570617830525258,0.0,0.0,0.0,-0.49615273531509746,1.0,0.0,0.0
2125,0.0,0.0,0.0,-0.2851716415895514,0.0,0.0,0.0,-0.17346619647476674,1.0,0.0,0.0
487,0.0,0.0,0.0,-0.3020158159176794,0.0,0.0,0.0,0.27244888019845814,1.0,1.0,1.0
4240,0.0,0.0,1.0,-0.2987604170477628,0.0,0.0,0.0,-0.2629695384416468,1.0,0.0,0.0
6087,0.0,0.0,0.0,-0.3057265741812241,0.0,0.0,0.0,-0.1167520850468112,1.0,0.0,0.0
3948,0.0,0.0,0.0,-0.24476143468865313,0.0,0.0,0.0,0.07447690453831801,1.0,0.0,0.0
5888,0.0,0.0,0.0,-0.24834075996976077,0.0,0.0,0.0,-0.10636226541057987,1.0,0.0,0.0
734,1.0,0.0,0.0,-0.2995452711350264,0.0,0.0,0.0,-0.2620135694420158,1.0,0.0,0.0
6614,0.0,0.0,0.0,-0.3098439841159936,0.0,0.0,0.0,-0.22811780686036792,1.0,0.0,0.0
141,0.0,1.0,0.0,-0.3098770251819168,1.0,1.0,0.0,10.079768480196384,1.0,1.0,1.0
3489,0.0,0.0,0.0,-0.2551228995070997,0.0,0.0,0.0,-0.2182748295704246,1.0,0.0,0.0
1468,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.18134086565085625,1.0,0.0,0.0
5590,0.0,0.0,0.0,-0.30634816324853964,0.0,0.0,0.0,-0.16424498491558462,1.0,0.0,0.0
5754,0.0,0.0,0.0,-0.2735492107140387,0.0,0.0,0.0,-0.11031988470854645,1.0,0.0,0.0
2919,0.0,0.0,0.0,-0.2999949102953514,0.0,0.0,0.0,0.028620513841130367,1.0,0.0,0.0
5996,0.0,0.0,0.0,-0.2831596299185588,0.0,0.0,0.0,1.1074489698204706,1.0,0.0,1.0
5517,0.0,0.0,0.0,-0.2956546572113045,0.0,0.0,0.0,-0.10287440869695291,1.0,0.0,0.0
3582,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.09925722955706638,1.0,0.0,0.0
1123,0.0,0.0,0.0,0.8619876470887144,0.0,1.0,0.7,10.079768480196384,1.0,2.0,1.0
341,0.0,0.0,0.0,-0.27575886596764354,0.0,1.0,0.0,-0.06215522943076371,1.0,0.0,0.0
608,0.0,0.0,1.0,-0.3098769681417885,0.0,0.0,0.0,-0.24998619982571324,1.0,0.0,0.0
3024,0.0,0.0,0.0,-0.12315133830734296,0.0,1.0,0.0,-0.12421431308683614,1.0,0.0,0.0
3123,0.0,0.0,0.0,-0.2890197621430116,0.0,0.0,0.0,-0.5002593731572073,0.0,0.0,0.0
947,0.0,0.0,0.0,-0.24050419191918554,0.0,0.0,0.0,-0.1702787875531992,1.0,0.0,0.0
4278,0.0,0.0,0.0,-0.29798462668079256,0.0,0.0,0.0,-0.0425021327285146,1.0,1.0,0.0
3860,0.0,0.0,0.0,-0.2774635418676741,0.0,0.0,0.0,-0.2668929432926642,0.0,0.0,0.0
4333,0.0,0.0,0.0,-0.29866390533505094,0.0,0.0,0.0,-0.1340793752709408,1.0,0.0,0.0
6334,0.0,0.0,0.0,-0.3040571959351554,0.0,0.0,0.0,-0.18951060557462673,1.0,0.0,0.0
305,0.0,0.0,0.0,-0.30987708941558606,0.0,0.0,0.0,0.9749076159872738,1.0,1.0,1.0
2850,0.0,0.0,0.0,0.9345363176062239,0.0,0.0,0.0,0.09832745580688816,1.0,0.0,0.0
2826,0.0,0.0,0.0,-0.013411715497723768,0.0,1.0,0.32,-0.2035438371454666,1.0,0.0,0.0
5701,0.0,0.0,0.0,0.6461071317568803,0.0,0.0,0.0,-0.05423015855483031,1.0,0.0,0.0
2286,0.0,0.0,0.0,-0.3045202596680162,0.0,0.0,0.0,-0.13828457964760504,1.0,0.0,0.0
5806,1.0,1.0,1.0,-0.27270033152671913,0.0,0.0,0.0,-0.15709079289262012,1.0,0.0,0.0
6269,1.0,0.0,1.0,-0.3069480115217678,0.0,0.0,0.0,-0.3228414123462875,1.0,1.0,0.0
6092,0.0,0.0,0.0,-0.304738356268163,0.0,0.0,0.0,-0.18145036808965026,1.0,0.0,0.0
4090,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,0.06890594744625278,1.0,0.0,0.0
3820,0.0,0.0,0.0,-0.20822701845266306,0.0,0.0,0.0,-0.07639559116095661,1.0,1.0,0.0
745,0.0,0.0,0.0,-0.299245248176621,0.0,0.0,0.0,-0.15334170031661212,1.0,0.0,0.0
965,0.0,0.0,0.0,-0.2965608530375816,0.0,0.0,0.0,-0.5605051427059484,1.0,0.0,0.0
3134,0.0,0.0,0.0,-0.2906671214040847,0.0,0.0,0.0,0.2375051800421497,0.0,0.0,1.0
1126,1.0,1.0,0.0,-0.29960555242772313,0.0,0.0,0.0,0.08586197974161786,1.0,0.0,0.0
1217,0.0,0.0,0.0,-0.2986114052071836,0.0,0.0,0.0,-0.1145336053381526,1.0,0.0,0.0
6324,0.0,0.0,0.0,-0.30317503507182075,0.0,0.0,0.0,-0.16910238772479,1.0,0.0,0.0
2388,0.0,0.0,0.0,-0.30979895030254667,0.0,0.0,0.0,-0.28804883645751866,1.0,0.0,0.0
3109,0.0,0.0,0.0,1.8007587293000114,0.0,0.0,0.0,-0.1660479554449535,1.0,0.0,0.0
5296,0.0,0.0,0.0,-0.1122335068038429,0.0,0.0,0.0,-0.22701478806667266,1.0,0.0,0.0
988,0.0,0.0,0.0,-0.2908538945896532,0.0,0.0,0.0,-0.33426293595335743,1.0,0.0,0.0
5982,0.0,0.0,1.0,-0.28761352805272555,0.0,0.0,0.0,-0.3919272387833485,1.0,0.0,0.0
1521,0.0,0.0,0.0,-0.23842893430175702,0.0,0.0,0.0,-0.11611296276299313,1.0,0.0,0.0
4032,0.0,0.0,0.0,-0.19967102775149714,0.0,1.0,0.95,0.06256138135828045,1.0,1.0,0.0
3972,0.0,0.0,0.0,-0.058197751317656955,0.0,0.0,0.0,-0.09750847529137299,1.0,0.0,0.0
3872,0.0,0.0,0.0,-0.2790941014242251,0.0,0.0,0.0,-0.12396632751276053,1.0,0.0,0.0
4226,0.0,0.0,1.0,-0.29880077608419475,0.0,0.0,0.0,-0.2766263162306305,1.0,0.0,0.0
4258,0.0,0.0,1.0,-0.29866759126396925,0.0,0.0,0.0,-0.3488043016278705,1.0,0.0,0.0
765,0.0,0.0,1.0,-0.2995365748173915,0.0,0.0,0.0,-0.3385563642172999,1.0,0.0,0.0
5440,0.0,0.0,0.0,-0.30987708941608116,0.0,1.0,8.5,0.06543015638960199,1.0,0.0,0.0
5219,0.0,0.0,0.0,-0.06450692976180482,0.0,0.0,0.0,-0.11335390944612295,1.0,0.0,0.0
14,0.0,0.0,1.0,-0.3093615855417328,0.0,0.0,0.0,-0.5683490916344577,0.0,0.0,0.0
4079,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,-0.20848716571284287,1.0,0.0,0.0
3483,0.0,0.0,0.0,-0.25723768584105067,0.0,0.0,0.0,-0.2832452981740096,1.0,0.0,0.0
3071,0.0,0.0,0.0,-0.07784352342931344,0.0,1.0,0.6,-0.2528426444761977,1.0,0.0,0.0
3082,0.0,0.0,0.0,0.041711079692829514,0.0,0.0,0.0,-0.13833064720843372,1.0,0.0,0.0
30,0.0,0.0,0.0,-0.2752894624589395,0.0,0.0,0.0,-0.21869601743585496,0.0,0.0,0.0
6621,0.0,0.0,0.0,-0.3098441491483851,0.0,0.0,0.0,-0.2393342228419316,1.0,0.0,0.0
5740,0.0,0.0,0.0,-0.2730234787842902,0.0,0.0,0.0,-0.21685920180774296,1.0,0.0,0.0
1678,0.0,0.0,1.0,-0.2732349574176853,0.0,0.0,0.0,-0.2896638694869603,1.0,0.0,0.0
562,0.0,0.0,0.0,-0.3098769766305102,0.0,0.0,0.0,-0.8044437054560154,1.0,0.0,0.0
5848,0.0,0.0,0.0,-0.2743012445458783,0.0,0.0,0.0,-0.21841506832578336,1.0,0.0,0.0
886,0.0,0.0,0.0,0.1051744340696192,0.0,1.0,0.0,0.08410652063651394,1.0,0.0,0.0
749,0.0,0.0,0.0,-0.2996628690666807,0.0,0.0,0.0,-0.3405018964011306,1.0,0.0,0.0
6658,0.0,0.0,0.0,-0.30489844757007883,1.0,1.0,0.12,0.7934015756781427,1.0,0.0,1.0
2661,0.0,0.0,1.0,-0.26840158360490296,0.0,0.0,0.0,-0.2393342228419316,1.0,0.0,0.0
4022,0.0,0.0,1.0,-0.2899150875722451,0.0,0.0,0.0,-0.25121959417578993,1.0,0.0,0.0
197,0.0,0.0,0.0,-0.30987708941608016,0.0,0.0,0.0,-0.2393342228419316,1.0,0.0,0.0
5965,0.0,0.0,1.0,-0.28305883169142654,0.0,0.0,0.0,-0.29374073972965564,1.0,0.0,0.0
5092,0.0,0.0,0.0,-0.30084902702772803,0.0,0.0,0.0,0.20392378540846715,1.0,0.0,1.0
4092,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,0.0749013102641267,1.0,0.0,0.0
2704,0.0,0.0,0.0,-0.2683719370675111,0.0,1.0,8.68,0.023666146807284547,1.0,0.0,0.0
4144,0.0,0.0,0.0,-0.2991998821111332,0.0,1.0,0.91,-0.4796084843540152,1.0,0.0,0.0
5688,1.0,1.0,0.0,0.08778179879974224,0.0,0.0,0.0,0.2042840023616856,1.0,0.0,1.0
1360,0.0,0.0,1.0,-0.3098770615562418,0.0,0.0,0.0,-0.7563801722330691,1.0,0.0,0.0
4739,0.0,0.0,0.0,-0.2506828364237158,0.0,0.0,0.0,-0.2124839176086259,1.0,0.0,0.0
4660,0.0,0.0,0.0,-0.2513676714374672,0.0,0.0,0.0,-0.27238354023062533,1.0,0.0,0.0
1430,0.0,0.0,0.0,-0.30983538662015,0.0,1.0,0.38,0.18901384837344146,1.0,1.0,1.0
3031,0.0,0.0,0.0,-0.10630419932547573,0.0,1.0,0.0,-0.13230448960601818,1.0,0.0,0.0
439,0.0,0.0,1.0,-0.30592421776383644,0.0,0.0,0.0,-0.24974415535479977,1.0,0.0,0.0
3181,0.0,0.0,0.0,-0.2810053148680854,0.0,0.0,0.0,-0.17297704647833181,0.0,0.0,0.0
455,0.0,0.0,0.0,-0.303754091226754,0.0,0.0,0.0,-0.29996062108016613,1.0,0.0,0.0
2448,0.0,0.0,1.0,-0.3097986294119769,0.0,0.0,0.0,-0.16855989443683322,1.0,0.0,0.0
5263,0.0,0.0,0.0,1.1155159766738385,0.0,0.0,0.0,-0.04162021505171747,1.0,0.0,0.0
1040,0.0,0.0,1.0,-0.28061200413868703,0.0,1.0,0.7,-0.2651319795995274,1.0,0.0,0.0
4381,0.0,0.0,1.0,-0.3078616189823929,0.0,0.0,0.0,-0.24562574467101672,1.0,0.0,0.0
3387,0.0,0.0,0.0,-0.21105529810996204,0.0,1.0,1.65,10.079768480196384,1.0,1.0,1.0
4287,0.0,0.0,0.0,-0.2927020772455852,0.0,0.0,0.0,-0.2794515945445101,1.0,0.0,0.0
6326,0.0,0.0,0.0,-0.30441581330079415,0.0,0.0,0.0,-0.13819674858827233,1.0,0.0,0.0
2305,0.0,0.0,0.0,-0.30262883172718535,0.0,0.0,0.0,0.008324242030987966,1.0,0.0,0.0
4546,0.0,0.0,0.0,-0.0491852039505389,0.0,1.0,0.0,-0.11476201501085306,1.0,0.0,0.0
3931,0.0,0.0,0.0,-0.2628612386971167,0.0,0.0,0.0,-0.22648545465904696,0.0,0.0,0.0
4466,0.0,0.0,0.0,-0.29706472181513216,0.0,0.0,0.0,-0.15620353146625493,1.0,0.0,0.0
1575,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.17950406536971547,1.0,1.0,0.0
3174,0.0,0.0,0.0,-0.2848247771020669,0.0,0.0,0.0,-0.27632284691035985,0.0,0.0,0.0
2166,0.0,0.0,0.0,-0.22335861112757388,1.0,0.0,0.0,-0.03730683012184747,1.0,0.0,0.0
1367,0.0,0.0,0.0,-0.3098770601312315,0.0,0.0,0.0,-0.12642755975603803,1.0,0.0,0.0
4974,0.0,0.0,0.0,-0.050825645686220486,0.0,0.0,0.0,-0.09777677196165199,1.0,0.0,0.0
4556,0.0,0.0,0.0,-0.26336562511994316,0.0,0.0,0.0,-0.552063065394346,0.0,0.0,0.0
505,0.0,0.0,0.0,-0.2952822302658642,0.0,0.0,0.0,-0.2031348105596732,1.0,0.0,0.0
4508,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,-0.18395221834249256,1.0,0.0,0.0
153,0.0,0.0,0.0,0.48840049848697514,0.0,0.0,0.0,0.23453961148699387,1.0,1.0,1.0
558,0.0,0.0,0.0,-0.30987699241579814,0.0,0.0,0.0,-0.30501017175999323,1.0,0.0,0.0
4856,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,-0.09685251553226122,1.0,0.0,0.0
5278,0.0,0.0,0.0,-0.30205271955811447,0.0,0.0,0.0,-0.1720949496289339,1.0,0.0,0.0
3411,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.07746877784207258,1.0,0.0,0.0
4146,0.0,0.0,0.0,-0.2982913553576756,0.0,1.0,0.91,0.11026920777188182,1.0,1.0,0.0
6312,0.0,1.0,0.0,-0.3056692575422666,0.0,0.0,0.0,0.09175998153362924,1.0,0.0,0.0
1307,0.0,0.0,0.0,-0.3098770784411484,0.0,1.0,0.38,-0.43493953159051196,1.0,0.0,0.0
3678,0.0,0.0,1.0,-0.28981132469137366,0.0,0.0,0.0,-0.1352366984756911,1.0,0.0,0.0
6174,0.0,0.0,1.0,-0.3078136904136094,0.0,0.0,0.0,-0.00744427445904802,1.0,0.0,0.0
3846,0.0,0.0,0.0,0.30948848759502046,0.0,0.0,0.0,-0.15131227678501477,1.0,0.0,0.0
4405,0.0,0.0,0.0,-0.3063476691395831,0.0,0.0,0.0,-0.09711485088025347,1.0,0.0,0.0
2724,0.0,0.0,0.0,-0.2775722458381108,0.0,0.0,0.0,-0.12597710698369702,1.0,0.0,0.0
4878,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,0.14071143105095002,1.0,0.0,0.0
6377,0.0,0.0,0.0,-0.2618353824126202,0.0,0.0,0.0,-0.393667669939489,1.0,0.0,0.0
764,0.0,0.0,1.0,-0.2996102958737058,0.0,0.0,0.0,-0.29719835014868895,1.0,0.0,0.0
